YEAR MO DY HR MN   Hs   Tp   Dp    Depth   Ta    Pres   Wspd Wdir Temp   Temp  Cspd Cdir P
      UTC           m   sec  deg     m     sec    mB     m/s  deg Air(C) Sfc(C) m/s deg  f
2010 04 24 23 55  0.89 10.53  43           4.29                           28.2           1
2010 04 25 00 25  0.85  4.35  31           4.22                           28.2           1
2010 04 25 00 55  0.92  9.88  43           4.39                           28.2           1
2010 04 25 01 25  0.93 10.53  47           4.30                           28.2           1
2010 04 25 01 55  0.91 11.11  50           4.28                           28.2           1
2010 04 25 02 25  0.83  4.00  46           4.06                           28.2           1
2010 04 25 02 55  0.89  4.35  40           4.21                           28.2           1
2010 04 25 03 25  0.93  9.88  49           4.16                           28.2           1
2010 04 25 03 55  0.89 10.53  50           4.24                           28.2           1
2010 04 25 04 25  0.87  4.35  32           4.05                           28.2           1
2010 04 25 04 55  0.90  4.35  38           4.01                           28.2           1
2010 04 25 05 25  0.97  4.55  40           4.19                           28.2           1
2010 04 25 05 55  0.90  4.55  38           3.90                           28.1           1
2010 04 25 06 25  1.03  4.76  33           3.95                           28.1           1
2010 04 25 06 55  1.06  4.76  35           4.02                           28.0           1
2010 04 25 07 25  1.10  4.76  40           4.03                           28.0           1
2010 04 25 07 55  1.14  5.00  39           4.18                           28.0           1
2010 04 25 08 25  1.07  4.76  40           4.13                           28.0           1
2010 04 25 08 55  1.07  5.00  42           4.11                           28.0           1
2010 04 25 09 25  1.11  4.76  39           4.19                           28.0           1
2010 04 25 09 55  1.11  5.26  42           4.18                           28.0           1
2010 04 25 10 25  1.02  5.26  43           4.08                           28.0           1
2010 04 25 10 55  0.97  5.00  43           4.13                           28.0           1
2010 04 25 11 25  0.97  5.00  45           4.16                           27.9           1
2010 04 25 11 55  0.95  5.26  46           4.15                           28.0           1
2010 04 25 12 25  0.97  5.00  50           4.18                           28.0           1
2010 04 25 12 55  0.91  5.26  49           4.09                           28.0           1
2010 04 25 13 25  0.91  5.26  47           4.18                           28.0           1
2010 04 25 13 55  0.87  5.26  50           4.11                           28.0           1
2010 04 25 14 25  0.88  5.26  49           4.03                           28.0           1
2010 04 25 14 55  0.87  5.26  50           4.08                           28.0           1
2010 04 25 15 25  0.80  5.00  46           3.92                           28.0           1
2010 04 25 15 55  0.87  4.76  39           3.96                           28.0           1
2010 04 25 16 25  0.84  5.00  46           3.90                           28.0           1
2010 04 25 16 55  0.82  5.00  43           3.86                           28.0           1
2010 04 25 17 25  0.78  5.00  32           3.76                           28.0           1
2010 04 25 17 55  0.81  5.26  45           3.79                           28.1           1
2010 04 25 18 25  0.87  5.26  43           3.85                           28.0           1
2010 04 25 18 55  0.81  5.00  36           3.78                           28.0           1
2010 04 25 19 25  0.84  5.26  43           3.93                           28.1           1
2010 04 25 19 55  0.86  5.26  39           3.90                           28.1           1
2010 04 25 20 25  0.87  5.26  46           4.01                           28.1           1
2010 04 25 20 55  0.94  5.56  36           4.07                           28.0           1
2010 04 25 21 25  1.01  5.56  43           4.16                           28.0           1
2010 04 25 21 55  1.02  5.56  38           4.17                           28.0           1
2010 04 25 22 25  1.07  5.56  42           4.24                           28.0           1
2010 04 25 22 55  1.09  5.56  43           4.24                           28.0           1
2010 04 25 23 25  1.02  5.56  35           4.12                           28.0           1
2010 04 25 23 55  1.05  5.88  31           4.24                           28.0           1
2010 04 26 00 25  1.01  5.56  42           4.12                           28.0           1
2010 04 26 00 55  1.07  5.56  43           4.23                           28.0           1
2010 04 26 01 25  1.10  5.56  46           4.24                           28.0           1
2010 04 26 01 55  1.03  5.56  53           4.25                           28.0           1
2010 04 26 02 25  0.99  5.56  56           4.23                           28.0           1
2010 04 26 02 55  1.01  5.56  49           4.27                           28.0           1
2010 04 26 03 25  0.94  5.56  50           4.19                           28.0           1
2010 04 26 03 55  0.96  5.88  52           4.39                           27.9           1
2010 04 26 04 25  0.94  5.56  46           4.31                           27.9           1
2010 04 26 04 55  0.85  5.88  49           4.23                           27.9           1
2010 04 26 05 25  0.83  5.88  52           4.24                           27.9           1
2010 04 26 05 55  0.75  5.56  42           4.10                           27.9           1
2010 04 26 06 25  0.81  5.26  40           4.29                           27.9           1
2010 04 26 06 55  0.76  5.26  40           4.23                           27.8           1
2010 04 26 07 25  0.74  5.88  38           4.37                           27.9           1
2010 04 26 07 55  0.70  5.88  40           4.30                           27.9           1
2010 04 26 08 25  0.74  5.56  40           4.29                           27.9           1
2010 04 26 08 55  0.74  5.88  42           4.29                           27.9           1
2010 04 26 09 25  0.78  5.56  42           4.18                           27.8           1
2010 04 26 09 55  0.79  5.56  47           4.28                           27.8           1
2010 04 26 10 25  0.81  5.56  49           4.32                           27.8           1
2010 04 26 10 55  0.83  5.88  40           4.47                           27.8           1
2010 04 26 11 25  0.84  5.56  47           4.32                           27.8           1
2010 04 26 11 55  0.85 11.76  33           4.38                           27.8           1
2010 04 26 12 25  0.84 12.50  46           4.49                           27.8           1
2010 04 26 12 55  0.84 13.33  31           4.84                           27.8           1
2010 04 26 13 25  0.77 14.29  33           4.99                           27.8           1
2010 04 26 13 55  0.84 11.11  40           5.36                           27.8           1
2010 04 26 14 25  0.78 14.29  26           5.25                           27.9           1
2010 04 26 14 55  0.73 11.76  36           5.30                           28.0           1
2010 04 26 15 25  0.78 13.33  29           5.54                           28.0           1
2010 04 26 15 55  0.77 11.11  38           5.46                           28.0           1
2010 04 26 16 25  0.76 13.33  26           5.65                           28.0           1
2010 04 26 16 55  0.75 15.38  28           5.73                           28.0           1
2010 04 26 17 25  0.75 15.38  42           5.67                           28.1           1
2010 04 26 17 55  0.76 14.29  29           5.70                           28.1           1
2010 04 26 18 25  0.79 15.38  45           5.89                           28.0           1
2010 04 26 18 55  0.75 14.29  24           6.10                           28.1           1
2010 04 26 19 25  0.76 15.38  33           6.00                           28.0           1
2010 04 26 19 55  0.73 14.29  29           5.99                           28.0           1
2010 04 26 20 25  0.75 14.29  33           6.40                           27.9           1
2010 04 26 20 55  0.71 12.50  35           6.64                           27.9           1
2010 04 26 21 25  0.77 14.29  36           6.96                           27.9           1
2010 04 26 21 55  0.78 13.33  28           6.90                           27.8           1
2010 04 26 22 25  0.78 12.50  39           7.12                           27.8           1
2010 04 26 22 55  0.81  9.88  36           7.47                           27.8           1
2010 04 26 23 25  0.81 11.11  24           7.23                           27.8           1
2010 04 26 23 55  0.75 11.76  26           6.80                           27.7           1
2010 04 27 00 25  0.80 11.11  40           6.86                           27.7           1
2010 04 27 00 55  0.77  9.88  42           6.84                           27.7           1
2010 04 27 01 25  0.87  9.88  42           7.16                           27.6           1
2010 04 27 01 55  0.75 11.76  39           6.77                           27.6           1
2010 04 27 02 25  0.86  9.88  35           7.27                           27.6           1
2010 04 27 02 55  0.78 12.50  46           6.89                           27.8           1
2010 04 27 03 25  0.73  9.88  43           6.98                           27.9           1
2010 04 27 03 55  0.80  9.88  39           7.42                           28.0           1
2010 04 27 04 25  0.77 13.33  46           6.75                           28.0           1
2010 04 27 04 55  0.73 10.53  42           6.95                           28.0           1
2010 04 27 05 25  0.72 12.50  38           6.37                           28.1           1
2010 04 27 05 55  0.77 11.11  43           6.66                           28.1           1
2010 04 27 06 25  0.76  9.88  36           6.30                           28.1           1
2010 04 27 06 55  0.78 13.33  42           6.75                           28.1           1
2010 04 27 07 25  0.87  9.88  43           6.81                           28.1           1
2010 04 27 07 55  0.82 13.33  40           6.81                           28.1           1
2010 04 27 08 25  0.81 10.53  42           7.07                           28.0           1
2010 04 27 08 55  0.78 13.33  43           6.98                           28.0           1
2010 04 27 09 25  0.77 12.50  38           6.67                           28.0           1
2010 04 27 09 55  0.78 12.50  40           6.55                           28.0           1
2010 04 27 10 25  0.79 12.50  29           7.03                           28.0           1
2010 04 27 10 55  0.81 11.76  38           7.03                           28.0           1
2010 04 27 11 25  0.73 12.50  29           6.50                           28.0           1
2010 04 27 11 55  0.79 11.76  32           6.78                           28.0           1
2010 04 27 12 25  0.78 12.50  36           6.70                           28.0           1
2010 04 27 12 55  0.73 12.50  33           6.67                           28.0           1
2010 04 27 13 25  0.77 12.50  39           6.86                           28.1           1
2010 04 27 13 55  0.75 11.76  35           6.92                           28.1           1
2010 04 27 14 25  0.73 11.76  40           6.94                           28.2           1
2010 04 27 14 55  0.72 11.76  35           6.90                           28.2           1
2010 04 27 15 25  0.76 10.53  39           6.81                           28.2           1
2010 04 27 15 55  0.73 11.76  42           6.73                           28.2           1
2010 04 27 16 25  0.76 11.76  38           7.29                           28.2           1
2010 04 27 16 55  0.71 11.11  38           7.11                           28.3           1
2010 04 27 17 25  0.71 11.11  35           6.98                           28.3           1
2010 04 27 17 55  0.71 11.76  40           7.11                           28.4           1
2010 04 27 18 25  0.72 11.76  38           7.31                           28.4           1
2010 04 27 18 55  0.76 12.50  38           7.52                           28.5           1
2010 04 27 19 25  0.68 11.11  39           7.52                           28.5           1
2010 04 27 19 55  0.70 11.76  42           7.64                           28.5           1
2010 04 27 20 25  0.71 12.50  33           7.94                           28.5           1
2010 04 27 20 55  0.71 12.50  39           7.66                           28.3           1
2010 04 27 21 25  0.69 12.50  42           7.89                           28.3           1
2010 04 27 21 55  0.64 11.76  43           7.91                           28.3           1
2010 04 27 22 25  0.68 11.76  36           7.92                           28.3           1
2010 04 27 22 55  0.66 11.76  36           7.92                           28.4           1
2010 04 27 23 25  0.73 11.76  39           8.54                           28.3           1
2010 04 27 23 55  0.65 10.53  40           7.93                           28.3           1
2010 04 28 00 25  0.65 12.50  40           7.86                           28.3           1
2010 04 28 00 55  0.63 10.53  40           7.32                           28.3           1
2010 04 28 01 25  0.68 11.76  36           7.76                           28.3           1
2010 04 28 01 55  0.73 11.11  38           7.94                           28.3           1
2010 04 28 02 25  0.68 11.76  39           7.65                           28.3           1
2010 04 28 02 55  0.58 11.76  36           7.06                           28.3           1
2010 04 28 03 25  0.66 11.76  39           7.58                           28.2           1
2010 04 28 03 55  0.62  9.88  43           7.06                           28.2           1
2010 04 28 04 25  0.62 10.53  43           7.12                           28.2           1
2010 04 28 04 55  0.66 11.76  38           6.97                           28.2           1
2010 04 28 05 25  0.64 10.53  43           7.03                           28.2           1
2010 04 28 05 55  0.64  9.88  45           7.22                           28.2           1
2010 04 28 06 25  0.64 11.76  42           7.30                           28.2           1
2010 04 28 06 55  0.63 11.11  45           6.91                           28.2           1
2010 04 28 07 25  0.59 12.50  38           6.85                           28.2           1
2010 04 28 07 55  0.63 11.76  45           7.01                           28.2           1
2010 04 28 08 25  0.59 11.76  42           6.98                           28.2           1
2010 04 28 08 55  0.66 11.76  45           7.67                           28.2           1
2010 04 28 09 25  0.65 11.76  46           7.65                           28.2           1
2010 04 28 09 55  0.66 11.76  40           7.22                           28.2           1
2010 04 28 10 25  0.64 11.76  43           7.10                           28.2           1
2010 04 28 10 55  0.61 11.11  40           6.40                           28.2           1
2010 04 28 11 25  0.60 10.53  46           6.55                           28.2           1
2010 04 28 11 55  0.60 11.11  43           6.21                           28.2           1
2010 04 28 12 25  0.65 11.11  40           6.63                           28.2           1
2010 04 28 12 55  0.67 11.11  45           6.39                           28.2           1
2010 04 28 13 25  0.63 10.53  49           6.28                           28.2           1
2010 04 28 13 55  0.68 10.53  42           6.77                           28.2           1
2010 04 28 14 25  0.74 10.53  38           6.92                           28.2           1
2010 04 28 14 55  0.61 11.11  42           6.16                           28.3           1
2010 04 28 15 25  0.63 11.11  45           6.44                           28.3           1
2010 04 28 15 55  0.61 10.53  42           6.20                           28.4           1
2010 04 28 16 25  0.64 11.11  40           6.50                           28.4           1
2010 04 28 16 55  0.58 10.53  43           6.25                           28.4           1
2010 04 28 17 25  0.55 10.53  39           6.16                           28.5           1
2010 04 28 17 55  0.56 11.11  42           6.37                           28.5           1
2010 04 28 18 25  0.55 10.53  43           6.48                           28.5           1
2010 04 28 18 55  0.51 11.76  46           6.04                           28.5           1
2010 04 28 19 25  0.50 10.53  42           6.08                           28.5           1
2010 04 28 19 55  0.50 10.53  40           6.06                           28.4           1
2010 04 28 20 25  0.57 10.53  45           7.37                           28.4           1
2010 04 28 20 55  0.53 10.53  42           6.66                           28.4           1
2010 04 28 21 25  0.49 12.50  49           6.57                           28.4           1
2010 04 28 21 55  0.54 11.11  39           7.26                           28.3           1
2010 04 28 22 25  0.53 11.11  38           6.99                           28.3           1
2010 04 28 22 55  0.55 11.11  42           7.06                           28.4           1
2010 04 28 23 25  0.51 11.11  52           6.96                           28.3           1
2010 04 28 23 55  0.52 10.53  46           7.27                           28.3           1
2010 04 29 00 25  0.52 11.76  45           7.13                           28.3           1
2010 04 29 00 55  0.52 10.53  47           7.36                           28.3           1
2010 04 29 01 25  0.47  9.88  46           6.77                           28.4           1
2010 04 29 01 55  0.47 10.53  46           6.86                           28.3           1
2010 04 29 02 25  0.48 10.53  50           6.92                           28.3           1
2010 04 29 02 55  0.46 11.76  52           6.72                           28.3           1
2010 04 29 03 25  0.47 11.11  47           6.99                           28.3           1
2010 04 29 03 55  0.46 10.53  45           6.54                           28.3           1
2010 04 29 04 25  0.47 10.53  47           6.60                           28.3           1
2010 04 29 04 55  0.45 11.11  50           6.53                           28.3           1
2010 04 29 05 25  0.50 10.53  49           6.76                           28.3           1
2010 04 29 05 55  0.54 10.53  40           6.97                           28.3           1
2010 04 29 06 25  0.51 10.53  45           6.81                           28.3           1
2010 04 29 06 55  0.48 10.53  49           6.47                           28.3           1
2010 04 29 07 25  0.47 10.53  45           6.46                           28.3           1
2010 04 29 07 55  0.48 11.11  50           6.46                           28.3           1
2010 04 29 08 25  0.48  9.88  47           6.58                           28.3           1
2010 04 29 08 55  0.47 10.53  49           6.51                           28.3           1
2010 04 29 09 25  0.43 10.53  46           6.21                           28.3           1
2010 04 29 09 55  0.44 11.11  49           6.17                           28.3           1
2010 04 29 10 25  0.47 11.11  45           6.59                           28.3           1
2010 04 29 10 55  0.51 11.76  47           6.70                           28.3           1
2010 04 29 11 25  0.45 11.11  46           6.25                           28.3           1
2010 04 29 11 55  0.45 11.76  45           6.41                           28.3           1
2010 04 29 12 25  0.47 11.11  42           6.67                           28.5           1
2010 04 29 12 55  0.45 11.11  46           6.59                           28.4           1
2010 04 29 13 25  0.43 10.53  46           6.29                           28.4           1
2010 04 29 13 55  0.43 11.11  50           5.90                           28.5           1
2010 04 29 14 25  0.48 10.53  46           5.95                           28.5           1
2010 04 29 14 55  0.47 11.76  42           6.04                           28.6           1
2010 04 29 15 25  0.45 11.11  45           5.41                           28.7           1
2010 04 29 15 55  0.47 11.76  49           5.07                           28.7           1
2010 04 29 16 25  0.45 11.76  38           5.54                           28.7           1
2010 04 29 16 55  0.44 11.11  40           5.81                           28.9           1
2010 04 29 17 25  0.50 10.53  46           6.51                           28.8           1
2010 04 29 17 55  0.46  9.88  42           6.08                           28.9           1
2010 04 29 18 25  0.49 11.11  40           6.31                           28.8           1
2010 04 29 18 55  0.44 10.53  43           5.89                           28.8           1
2010 04 29 19 25  0.45 10.53  42           5.80                           28.8           1
2010 04 29 19 55  0.45 11.11  42           5.49                           28.8           1
2010 04 29 20 25  0.45 10.53  45           5.44                           28.8           1
2010 04 29 20 55  0.47 10.53  43           5.94                           28.8           1
2010 04 29 21 25  0.41 10.53  45           5.54                           28.8           1
2010 04 29 21 55  0.44 11.11  50           6.38                           28.7           1
2010 04 29 22 25  0.38 10.53  42           6.11                           28.7           1
2010 04 29 22 55  0.44 10.53  47           6.89                           28.7           1
2010 04 29 23 25  0.40 10.53  38           6.73                           28.7           1
2010 04 29 23 55  0.43 10.53  40           6.82                           28.7           1
2010 04 30 00 25  0.41  9.88  40           6.41                           28.6           1
2010 04 30 00 55  0.38 10.53  43           6.27                           28.6           1
2010 04 30 01 25  0.40 10.53  39           5.94                           28.6           1
2010 04 30 01 55  0.48  9.88  39           5.71                           28.6           1
2010 04 30 02 25  0.42  9.09  36           4.54                           28.6           1
2010 04 30 02 55  0.50  9.88  39           4.76                           28.6           1
2010 04 30 03 25  0.51 10.53  45           4.43                           28.6           1
2010 04 30 03 55  0.54  9.88  33           4.39                           28.5           1
2010 04 30 04 25  0.49 10.53  49           4.06                           28.5           1
2010 04 30 04 55  0.50 11.11  47           4.39                           28.5           1
2010 04 30 05 25  0.51 10.53  46           4.46                           28.5           1
2010 04 30 05 55  0.49 11.11  33           4.15                           28.5           1
2010 04 30 06 25  0.48 10.53  46           3.79                           28.5           1
2010 04 30 06 55  0.49 10.53  39           3.89                           28.5           1
2010 04 30 07 25  0.51 10.53  40           3.85                           28.5           1
2010 04 30 07 55  0.53  9.88  36           3.94                           28.5           1
2010 04 30 08 25  0.53 10.53  40           4.06                           28.5           1
2010 04 30 08 55  0.51 10.53  40           3.80                           28.5           1
2010 04 30 09 25  0.51  9.88  35           3.79                           28.5           1
2010 04 30 09 55  0.53 10.53  46           3.77                           28.5           1
2010 04 30 10 25  0.50 10.53  36           3.90                           28.5           1
2010 04 30 10 55  0.53  9.88  26           3.97                           28.5           1
2010 04 30 11 25  0.52 10.53  32           3.90                           28.5           1
2010 04 30 11 55  0.51  9.09  24           4.01                           28.5           1
2010 04 30 12 25  0.51 10.53  49           3.89                           28.5           1
2010 04 30 12 55  0.53  9.88  45           3.85                           28.5           1
2010 04 30 13 25  0.51 10.53  39           3.98                           28.6           1
2010 04 30 13 55  0.51 10.53  35           3.95                           28.6           1
2010 04 30 14 25  0.54  9.88  46           4.03                           28.6           1
2010 04 30 14 55  0.50  9.09  11           3.91                           28.7           1
2010 04 30 15 25  0.49  9.09  18           3.77                           28.7           1
2010 04 30 15 55  0.52  8.33 353           4.03                           28.7           1
2010 04 30 16 25  0.49  9.88  24           4.19                           28.7           1
2010 04 30 16 55  0.49  8.33 358           3.89                           28.7           1
2010 04 30 17 25  0.49  9.88  25           3.92                           28.7           1
2010 04 30 17 55  0.48 14.29  36           3.75                           28.8           1
2010 04 30 18 25  0.48  8.33 350           3.88                           28.8           1
2010 04 30 18 55  0.49  8.33 355           3.84                           28.8           1
2010 04 30 19 25  0.52  9.88  31           3.69                           28.8           1
2010 04 30 19 55  0.51  8.33 351           3.63                           28.8           1
2010 04 30 20 25  0.52 11.11 334           3.81                           28.8           1
2010 04 30 20 55  0.52 11.76 341           3.58                           28.8           1
2010 04 30 21 25  0.53  9.88  36           3.63                           28.7           1
2010 04 30 21 55  0.57 10.53 320           3.55                           28.7           1
2010 04 30 22 25  0.56  3.45  46           3.65                           28.7           1
2010 04 30 22 55  0.60 11.11 332           3.75                           28.7           1
2010 04 30 23 25  0.63 11.11 333           3.72                           28.7           1
2010 04 30 23 55  0.60 11.11 316           3.85                           28.7           1
2010 05 01 00 25  0.63 10.53 332           3.75                           28.7           1
2010 05 01 00 55  0.63  9.88 346           3.89                           28.6           1
2010 05 01 01 25  0.66 10.53 330           4.04                           28.5           1
2010 05 01 01 55  0.63 11.11 333           3.92                           28.6           1
2010 05 01 02 25  0.68 10.53 332           3.74                           28.6           1
2010 05 01 02 55  0.73  9.88 332           3.94                           28.6           1
2010 05 01 03 25  0.72 10.53 326           3.92                           28.6           1
2010 05 01 03 55  0.72  4.00  46           3.87                           28.6           1
2010 05 01 04 25  0.74  9.88 337           4.06                           28.6           1
2010 05 01 04 55  0.69 10.53 339           3.87                           28.6           1
2010 05 01 05 25  0.68 10.53 337           3.95                           28.5           1
2010 05 01 05 55  0.70  9.09 340           3.96                           28.5           1
2010 05 01 06 25  0.70  9.88 333           3.96                           28.5           1
2010 05 01 06 55  0.73  9.88 340           3.93                           28.5           1
2010 05 01 07 25  0.68 10.53   2           3.95                           28.4           1
2010 05 01 07 55  0.68  9.88 336           4.06                           28.4           1
2010 05 01 08 25  0.70  9.88 343           4.19                           28.4           1
2010 05 01 08 55  0.67  9.88 341           4.11                           28.4           1
2010 05 01 09 25  0.67  9.88 339           4.02                           28.4           1
2010 05 01 09 55  0.65  9.09 360           4.02                           28.5           1
2010 05 01 10 25  0.65  9.88  11           4.13                           28.5           1
2010 05 01 10 55  0.63  9.88 353           4.10                           28.5           1
2010 05 01 11 25  0.63  9.88  12           4.15                           28.4           1
2010 05 01 11 55  0.61  9.88   1           4.18                           28.4           1
2010 05 01 12 25  0.65  9.09 358           4.54                           28.5           1
2010 05 01 12 55  0.59  9.09 346           4.06                           28.5           1
2010 05 01 13 25  0.62 13.33  31           4.07                           28.5           1
2010 05 01 13 55  0.63  9.88  22           4.03                           28.5           1
2010 05 01 14 25  0.61  9.09   2           4.07                           28.5           1
2010 05 01 14 55  0.60  9.09 354           3.99                           28.5           1
2010 05 01 15 25  0.55  4.76  53           3.85                           28.5           1
2010 05 01 15 55  0.58  9.09 348           4.28                           28.5           1
2010 05 01 16 25  0.58  8.33 355           4.19                           28.5           1
2010 05 01 16 55  0.55  9.09 355           4.24                           28.5           1
2010 05 01 17 25  0.55  8.33 355           4.17                           28.5           1
2010 05 01 17 55  0.54  8.33 340           4.11                           28.5           1
2010 05 01 18 25  0.54  9.09 346           4.30                           28.5           1
2010 05 01 18 55  0.53 13.33  39           4.26                           28.6           1
2010 05 01 19 25  0.55 12.50  29           4.18                           28.7           1
2010 05 01 19 55  0.52  7.69 348           4.06                           28.7           1
2010 05 01 20 25  0.50 12.50  38           4.22                           28.7           1
2010 05 01 20 55  0.52 13.33  38           4.31                           28.8           1
2010 05 01 21 25  0.53 12.50  35           4.33                           28.8           1
2010 05 01 21 55  0.56 12.50  22           4.51                           28.7           1
2010 05 01 22 25  0.53  9.09 354           4.25                           28.7           1
2010 05 01 22 55  0.53 12.50  25           4.09                           28.6           1
2010 05 01 23 25  0.57 13.33  46           4.12                           28.6           1
2010 05 01 23 55  0.58 10.53 341           4.06                           28.5           1
2010 05 02 00 25  0.63  7.69  10           3.92                           28.5           1
2010 05 02 00 55  0.63  6.67  28           4.19                           28.5           1
2010 05 02 01 25  0.69  6.67  26           4.27                           28.5           1
2010 05 02 01 55  0.75  6.67  18           4.15                           28.5           1
2010 05 02 02 25  0.79  9.88 325           4.14                           28.5           1
2010 05 02 02 55  0.84  6.67  22           4.27                           28.5           1
2010 05 02 03 25  0.81  7.14  24           4.16                           28.5           1
2010 05 02 03 55  0.79  4.00  46           4.13                           28.4           1
2010 05 02 04 25  0.76  4.35  43           4.11                           28.4           1
2010 05 02 04 55  0.78  6.25  32           4.23                           28.4           1
2010 05 02 05 25  0.78  6.25  39           4.32                           28.5           1
2010 05 02 05 55  0.75  6.67  36           4.31                           28.5           1
2010 05 02 06 25  0.80  6.25  35           4.41                           28.5           1
2010 05 02 06 55  0.75  6.25  43           4.29                           28.5           1
2010 05 02 07 25  0.79  6.25  43           4.56                           28.5           1
2010 05 02 07 55  0.78  6.25  43           4.38                           28.5           1
2010 05 02 08 25  0.77  5.88  49           4.37                           28.5           1
2010 05 02 08 55  0.78  6.25  42           4.52                           28.5           1
2010 05 02 09 25  0.82  6.25  45           4.63                           28.5           1
2010 05 02 09 55  0.83  6.67  46           4.79                           28.5           1
2010 05 02 10 25  0.83  6.25  46           4.80                           28.5           1
2010 05 02 10 55  0.86  6.67  43           4.68                           28.5           1
2010 05 02 11 25  0.84  6.25  46           4.69                           28.5           1
2010 05 02 11 55  0.86  6.67  45           4.73                           28.5           1
2010 05 02 12 25  0.83  5.56  45           4.65                           28.5           1
2010 05 02 12 55  0.86  6.25  45           4.58                           28.5           1
2010 05 02 13 25  0.95  6.25  39           4.73                           28.5           1
2010 05 02 13 55  0.87  6.25  35           4.70                           28.5           1
2010 05 02 14 25  0.91  6.25  35           4.79                           28.5           1
2010 05 02 14 55  0.83  6.25  36           4.77                           28.5           1
2010 05 02 15 25  0.83  6.25  36           4.92                           28.6           1
2010 05 02 15 55  0.90  6.25  33           4.92                           28.6           1
2010 05 02 16 25  0.88  5.88  39           4.79                           28.6           1
2010 05 02 16 55  0.84  6.25  36           4.64                           28.6           1
2010 05 02 17 25  0.86  6.67  31           4.61                           28.6           1
2010 05 02 17 55  0.84  6.67  38           4.62                           28.6           1
2010 05 02 18 25  0.89  6.67  36           4.68                           28.7           1
2010 05 02 18 55  0.91  6.25  35           4.71                           28.7           1
2010 05 02 19 25  0.83  5.88  35           4.50                           28.7           1
2010 05 02 19 55  0.85  6.25  38           4.57                           28.7           1
2010 05 02 20 25  0.85  6.67  38           4.45                           28.8           1
2010 05 02 20 55  0.84  5.88  32           4.46                           28.7           1
2010 05 02 21 25  0.89  6.25  39           4.70                           28.7           1
2010 05 02 21 55  0.88  6.25  45           4.41                           28.7           1
2010 05 02 22 25  0.89  6.67  42           4.31                           28.7           1
2010 05 02 22 55  0.90  6.67  45           4.52                           28.7           1
2010 05 02 23 25  0.83  6.25  39           4.62                           28.7           1
2010 05 02 23 55  0.90  6.25  38           4.87                           28.7           1
2010 05 03 00 25  0.90  6.67  42           4.72                           28.7           1
2010 05 03 00 55  0.90  5.88  38           4.64                           28.7           1
2010 05 03 01 25  0.90  6.67  42           4.54                           28.7           1
2010 05 03 01 55  0.94  5.88  42           4.42                           28.7           1
2010 05 03 02 25  0.99  6.67  45           4.35                           28.6           1
2010 05 03 02 55  1.01  6.67  46           4.44                           28.5           1
2010 05 03 03 25  1.04  5.00  42           4.27                           28.5           1
2010 05 03 03 55  1.10  4.76  42           4.39                           28.5           1
2010 05 03 04 25  1.07  5.56  45           4.32                           28.5           1
2010 05 03 04 55  1.06  5.26  42           4.39                           28.5           1
2010 05 03 05 25  1.04  6.67  42           4.48                           28.4           1
2010 05 03 05 55  0.99  5.88  42           4.46                           28.4           1
2010 05 03 06 25  0.98  5.88  39           4.42                           28.5           1
2010 05 03 06 55  1.01  5.88  43           4.55                           28.6           1
2010 05 03 07 25  0.96  6.25  42           4.60                           28.7           1
2010 05 03 07 55  1.00  5.88  49           4.54                           28.7           1
2010 05 03 08 25  1.03  5.56  45           4.46                           28.7           1
2010 05 03 08 55  1.03  6.25  46           4.66                           28.7           1
2010 05 03 09 25  1.01  5.26  45           4.63                           28.7           1
2010 05 03 09 55  0.99  6.67  45           4.76                           28.6           1
2010 05 03 10 25  0.96  6.25  47           4.63                           28.5           1
2010 05 03 10 55  1.01  5.88  50           4.69                           28.5           1
2010 05 03 11 25  0.93  6.67  46           4.66                           28.5           1
2010 05 03 11 55  0.95  5.88  43           4.82                           28.5           1
2010 05 03 12 25  0.99  5.56  45           4.83                           28.5           1
2010 05 03 12 55  0.99  5.26  46           4.71                           28.5           1
2010 05 03 13 25  0.94  6.67  43           4.69                           28.5           1
2010 05 03 13 55  1.00  5.88  42           4.74                           28.6           1
2010 05 03 14 25  0.99  6.25  42           4.85                           28.6           1
2010 05 03 14 55  1.13  7.14  45           5.05                           28.7           1
2010 05 03 15 25  1.14  7.14  43           5.25                           28.7           1
2010 05 03 15 55  1.09  6.25  45           5.19                           28.7           1
2010 05 03 16 25  1.11  7.69  43           5.42                           28.7           1
2010 05 03 16 55  1.13  6.67  43           5.27                           28.7           1
2010 05 03 17 25  1.18  7.14  46           5.33                           28.7           1
2010 05 03 17 55  1.06  7.14  43           5.02                           28.7           1
2010 05 03 18 25  1.11  7.14  43           5.11                           28.7           1
2010 05 03 18 55  1.12  7.69  46           5.38                           28.7           1
2010 05 03 19 25  1.11  7.14  45           5.43                           28.7           1
2010 05 03 19 55  1.09  7.69  45           5.39                           28.7           1
2010 05 03 20 25  1.09  6.67  46           5.51                           28.7           1
2010 05 03 20 55  0.98  6.25  45           5.29                           28.7           1
2010 05 03 21 25  1.07  7.69  47           5.61                           28.7           1
2010 05 03 21 55  1.02  7.69  46           5.54                           28.7           1
2010 05 03 22 25  1.03  7.14  49           5.45                           28.7           1
2010 05 03 22 55  1.04  7.69  46           5.45                           28.7           1
2010 05 03 23 25  1.01  6.67  47           5.10                           28.7           1
2010 05 03 23 55  1.03  7.69  50           5.17                           28.7           1
2010 05 04 00 25  1.06  7.14  46           5.41                           28.6           1
